🇭🇰二队长精品,#genre#
动作大片,http://8.210.232.168/php/yy.php?id=1354930816
嫦娥,http://8.210.232.168/php/yy.php?id=1354658064
无罪推定,http://8.210.232.168/php/yy.php?id=1354936208
开心俱乐部,http://8.210.232.168/php/yy.php?id=1382735541
憨豆先生,http://8.210.232.168/php/yy.php?id=1354930189
聪明的顺溜之雄鹰小子S1国漫,http://8.210.232.168/php/yy.php?id=1382736902
余zui,http://8.210.232.168/php/yy.php?id=31809939
公主嫁到电视剧,http://8.210.232.168/php/yy.php?id=1354930957
缺宅男女,http://8.210.232.168/php/yy.php?id=1354930937
经典二战,http://8.210.232.168/php/yy.php?id=1354936238
oh我的鬼神大人韩剧,http://8.210.232.168/php/yy.php?id=1354936160
迷,http://8.210.232.168/php/yy.php?id=1382736719
今晚80后脱口秀,http://8.210.232.168/php/yy.php?id=1382745098
特种兵归来国产电影,http://8.210.232.168/php/yy.php?id=1382735581
尽享国内精彩战争片,http://8.210.232.168/php/yy.php?id=1382745094
苦咖啡,http://8.210.232.168/php/yy.php?id=1382736908
笑傲江湖电视剧,http://8.210.232.168/php/yy.php?id=1354936128
中年计划,http://8.210.232.168/php/yy.php?id=1354658051
战狼3  吴京主演,http://8.210.232.168/php/yy.php?id=1451866697
法证先锋Ⅳ,http://8.210.232.168/php/yy.php?id=1354932426
催泪战争,http://8.210.232.168/php/yy.php?id=1382745124
霸道总裁爱上女秘书,http://8.210.232.168/php/yy.php?id=1354936167
开心麻花街,http://8.210.232.168/php/yy.php?id=1354926643
换子成龙影视剧,http://8.210.232.168/php/yy.php?id=1354932397
金装四大才子,http://8.210.232.168/php/yy.php?id=1354926600
一起来笑吧,http://8.210.232.168/php/yy.php?id=1454859415
宫心计港剧古装,http://8.210.232.168/php/yy.php?id=1354933540
攻壳机动队,http://8.210.232.168/php/yy.php?id=1382745089
热播喜剧,http://8.210.232.168/php/yy.php?id=1354936169
花儿开心吧小品,http://8.210.232.168/php/yy.php?id=1382736917
非诚勿扰,http://8.210.232.168/php/yy.php?id=1382745106
丈夫在外有人？真相竟然是！,http://8.210.232.168/php/yy.php?id=1354932375
了不起的萝莉小玲,http://8.210.232.168/php/yy.php?id=1382736799
大汉天子S3,http://8.210.232.168/php/yy.php?id=1382736810
能耐大了！德云社演技爆棚,http://8.210.232.168/php/yy.php?id=1354930915
外国战争经典,http://8.210.232.168/php/yy.php?id=1382749890
李三枪抗战影视剧,http://8.210.232.168/php/yy.php?id=1354936122
凡人的品格影视剧,http://8.210.232.168/php/yy.php?id=1354936116
男亲女爱经典港剧,http://8.210.232.168/php/yy.php?id=1382736715
吾儿可教,http://8.210.232.168/php/yy.php?id=1354932391
李茶的姑妈开心麻花,http://8.210.232.168/php/yy.php?id=1354936191
国内侦探电影大全,http://8.210.232.168/php/yy.php?id=1354936134
赶海新发现,http://8.210.232.168/php/yy.php?id=1382749912
翡翠凤凰影视剧,http://8.210.232.168/php/yy.php?id=1354926666
大家都在看的警匪片,http://8.210.232.168/php/yy.php?id=1354930964
百家讲坛红楼梦篇,http://8.210.232.168/php/yy.php?id=1382741639
王牌逗王牌喜剧,http://8.210.232.168/php/yy.php?id=1354658048
吐槽大会 第5季,http://8.210.232.168/php/yy.php?id=1354889009
陪你看·金刚葫芦娃,http://8.210.232.168/php/yy.php?id=1353323999
溏心风暴之家好月圆,http://8.210.232.168/php/yy.php?id=1354888747
国内战争,http://8.210.232.168/php/yy.php?id=1354930204
摔跤吧爸爸！院线大片,http://8.210.232.168/php/yy.php?id=1382736851
仙灵儿,http://8.210.232.168/php/yy.php?id=1382736887
风云雄霸天下,http://8.210.232.168/php/yy.php?id=1508778705
大酱园,http://8.210.232.168/php/yy.php?id=1382736824
巩汉林春晚小品合集,http://8.210.232.168/php/yy.php?id=1354889035
大力女都奉顺韩剧,http://8.210.232.168/php/yy.php?id=1382735542
喜乐街,http://8.210.232.168/php/yy.php?id=1354936231
姜小妞,http://8.210.232.168/php/yy.php?id=1353879416
国外院线动作大片,http://8.210.232.168/php/yy.php?id=1382735570
守望的天空,http://8.210.232.168/php/yy.php?id=1382736843
大家都爱看的港剧,http://8.210.232.168/php/yy.php?id=1382736861
命中注定我爱你泰剧,http://8.210.232.168/php/yy.php?id=1354930903
地心历险记2,http://8.210.232.168/php/yy.php?id=1354936228
爱你的甜心正在直播,http://8.210.232.168/php/yy.php?id=1351998401
蜥蜴世界,http://8.210.232.168/php/yy.php?id=1382735545
烧脑！国外侦探,http://8.210.232.168/php/yy.php?id=1382735551
家族荣耀精彩港剧,http://8.210.232.168/php/yy.php?id=1382745103
越策越开心3445,http://8.210.232.168/php/yy.php?id=1382736895
今夜百乐门,http://8.210.232.168/php/yy.php?id=1382736912
富滇风云,http://8.210.232.168/php/yy.php?id=1382736853
地心历险记科幻,http://8.210.232.168/php/yy.php?id=1382736911
国内动作电影,http://8.210.232.168/php/yy.php?id=1382745176
机动步队,http://8.210.232.168/php/yy.php?id=1354932371
大明宫词,http://8.210.232.168/php/yy.php?id=1382745190
国外喜剧电影,http://8.210.232.168/php/yy.php?id=1354936178
跳远生命线优质港剧,http://8.210.232.168/php/yy.php?id=1382735566
超解压短视频,http://8.210.232.168/php/yy.php?id=1382744423
男生女生向前冲,http://8.210.232.168/php/yy.php?id=1382745122
大君描绘爱情,http://8.210.232.168/php/yy.php?id=1382736874
外国爆笑喜剧,http://8.210.232.168/php/yy.php?id=1382745093
超乎意料的国外侦探,http://8.210.232.168/php/yy.php?id=1382735543
闲暇观看综艺,http://8.210.232.168/php/yy.php?id=1354932379
国外战争,http://8.210.232.168/php/yy.php?id=1382749918
能耐大了第1季,http://8.210.232.168/php/yy.php?id=1354930195
洗地毯,http://8.210.232.168/php/yy.php?id=1382736859
梦想改造家 第1季,http://8.210.232.168/php/yy.php?id=1382736892
一卷风云琅琊榜,http://8.210.232.168/php/yy.php?id=26958525
熊仔之正义守护国漫,http://8.210.232.168/php/yy.php?id=1382736836
不是照骗哦,http://8.210.232.168/php/yy.php?id=1355549868
神探狄仁杰,http://8.210.232.168/php/yy.php?id=1461133588
越策越开心2015,http://8.210.232.168/php/yy.php?id=1382735559
越策越开心1222,http://8.210.232.168/php/yy.php?id=1382735558
吐槽大会 第1季,http://8.210.232.168/php/yy.php?id=1354936210
三个女人一个因,http://8.210.232.168/php/yy.php?id=1382749953
越策越开心2333,http://8.210.232.168/php/yy.php?id=1354930967
玲宝陪你看,http://8.210.232.168/php/yy.php?id=1353215589
淼淼港片,http://8.210.232.168/php/yy.php?id=1455898488
国外动作片,http://8.210.232.168/php/yy.php?id=1382749913
超燃动作片,http://8.210.232.168/php/yy.php?id=1354936199
国外侦探电影,http://8.210.232.168/php/yy.php?id=1382745099
陪你看·新水浒传,http://8.210.232.168/php/yy.php?id=38090300
修牛蹄,http://8.210.232.168/php/yy.php?id=1353413683
红球·不扯蛋,http://8.210.232.168/php/yy.php?id=1355084841
新手主播天花板,http://8.210.232.168/php/yy.php?id=1355827783
芝正在直播,http://8.210.232.168/php/yy.php?id=1352488363
星爷合集,http://8.210.232.168/php/yy.php?id=1382833670
10年没洗的地毯,http://8.210.232.168/php/yy.php?id=1354931585
相声相声搜38528频道,http://8.210.232.168/php/yy.php?id=34025318

Ⓜ️咪咕频道,#genre#
咪咕_红色轮播,http://maomao.kandiantv.cn/m3u8.php?/migu/713600957
咪咕_成龙作品,http://maomao.kandiantv.cn/m3u8.php?/migu/707671890
咪咕_云上影院,http://maomao.kandiantv.cn/m3u8.php?/migu/625703337
咪咕_新片放映厅,http://maomao.kandiantv.cn/m3u8.php?/migu/619495952
咪咕_追剧少女,http://maomao.kandiantv.cn/m3u8.php?/migu/617432318
咪咕_红楼剧场,http://maomao.kandiantv.cn/m3u8.php?/migu/625498432#http://maomao.kandiantv.cn/m3u8.php?/migu/625498431
咪咕_热播剧场,http://maomao.kandiantv.cn/m3u8.php?/migu/629943613
咪咕_大片剧场,http://maomao.kandiantv.cn/m3u8.php?/migu/629943678
咪咕_小编力推,http://maomao.kandiantv.cn/m3u8.php?/migu/626100497



🐯虎牙轮播,#genre#

舌尖上的中国,https://www.goodiptv.club/huya/11352955
周星驰,https://www.goodiptv.club/huya/11342412
成龙,https://www.goodiptv.club/huya/11342386
吴京,https://www.goodiptv.club/huya/11602045
徐峥,https://www.goodiptv.club/huya/11602043
古天乐,https://www.goodiptv.club/huya/10871113
林正英,https://www.goodiptv.club/huya/11342421
刘德华,https://www.goodiptv.club/huya/11342424
周润发,https://www.goodiptv.club/huya/11342387
梁朝伟,https://www.goodiptv.club/huya/11602046
洪金宝,https://www.goodiptv.club/huya/11342427
孙红雷,https://www.goodiptv.club/huya/11352973
李连杰,https://www.goodiptv.club/huya/11342390
张国荣,https://www.goodiptv.club/huya/11602034
释小龙,https://www.goodiptv.club/huya/11342402
香港恐怖,https://www.goodiptv.club/huya/11601960
女神系列,https://www.goodiptv.club/huya/11336571
周星驰放映厅,https://www.goodiptv.club/huya/19105261
五福星系列,https://www.goodiptv.club/huya/11282233
快乐同居生活,https://www.goodiptv.club/huya/11336726
武林外传,https://www.goodiptv.club/huya/11352915
贺岁片,https://www.goodiptv.club/huya/11601986
蜡笔小新,https://www.goodiptv.club/huya/11352970
新三国,https://www.goodiptv.club/huya/11352944
铁齿铜牙纪晓岚,https://www.goodiptv.club/huya/11342396
奔跑吧兄弟,https://www.goodiptv.club/huya/11601972
极限挑战,https://www.goodiptv.club/huya/11352914
虎牙八点档,https://www.goodiptv.club/huya/880261
我是特种兵,https://www.goodiptv.club/huya/11342385
黑帮大片,https://www.goodiptv.club/huya/11336719
人民的名义,https://www.goodiptv.club/huya/11342425
亮剑,https://www.goodiptv.club/huya/11342434
少年包青天,https://www.goodiptv.club/huya/11342393
神探狄仁杰,https://www.goodiptv.club/huya/11352958
各国赌片,https://www.goodiptv.club/huya/11342399
高智商犯罪片,https://www.goodiptv.club/huya/11352962
新水浒传,https://www.goodiptv.club/huya/11342383
奥特曼,https://www.goodiptv.club/huya/11601977
鹿鼎记,https://www.goodiptv.club/huya/11352910
龙门镖局,https://www.goodiptv.club/huya/11352874
网球王子,https://www.goodiptv.club/huya/11352822
三国演义,https://www.goodiptv.club/huya/11602081
沈腾贾玲黄渤,https://www.goodiptv.club/huya/11601961
父母爱情,https://www.goodiptv.club/huya/11342439
家有儿女,https://www.goodiptv.club/huya/11352872
美剧越狱,https://www.goodiptv.club/huya/20488841
康熙微服私访记,https://www.goodiptv.club/huya/11342418
猫和老鼠,https://www.goodiptv.club/huya/11352879
神医喜来乐,https://www.goodiptv.club/huya/11601978
热血女子摔跤,https://www.goodiptv.club/huya/20072872
雍正王朝,https://www.goodiptv.club/huya/11352936
张卫健班西游记,https://www.goodiptv.club/huya/11342395
相声小品,https://www.goodiptv.club/huya/11336593
金庸系列,https://www.goodiptv.club/huya/11352878
倚天屠龙记,https://www.goodiptv.club/huya/11342403
新还珠格格,https://www.goodiptv.club/huya/11342415
回家的诱惑,https://www.goodiptv.club/huya/11352920
隋唐英雄传,https://www.goodiptv.club/huya/11352890
动作悬疑片,https://www.goodiptv.club/huya/11602077
西游记,https://www.goodiptv.club/huya/11602031
任达华,https://www.goodiptv.club/huya/11352883
剃刀边缘,https://www.goodiptv.club/huya/11602036
咱们结婚吧,https://www.goodiptv.club/huya/11342394
世纪贼王张子强,https://www.goodiptv.club/huya/11352940
国产喜剧电影,https://www.goodiptv.club/huya/11602044
水浒传,https://www.goodiptv.club/huya/11352892
大秦帝国裂变,https://www.goodiptv.club/huya/11352918
美食纪录片,https://www.goodiptv.club/huya/11352955
中华小当家,https://www.goodiptv.club/huya/11342413
医馆笑传,https://www.goodiptv.club/huya/11352891
更多资源,http://zb.iptv6.top/gg/gg1/dsm.m3u8
勇敢的心,https://www.goodiptv.club/huya/11602037
甄子丹电影,https://www.goodiptv.club/huya/11352935
楚汉传奇,https://www.goodiptv.club/huya/11342392
僵尸电影,https://www.goodiptv.club/huya/19285234
情深深雨蒙蒙,https://www.goodiptv.club/huya/11352885
花千骨,https://www.goodiptv.club/huya/11342433
魔幻神剧,https://www.goodiptv.club/huya/11602065
粤语经典喜剧,https://www.goodiptv.club/huya/11352894
屌丝男士,https://www.goodiptv.club/huya/11342420
法医秦明,https://www.goodiptv.club/huya/11352950
怀念金庸,https://www.goodiptv.club/huya/11352897
寻秦记,https://www.goodiptv.club/huya/11342417
血色浪漫,https://www.goodiptv.club/huya/11602055
国产动作大片,https://www.goodiptv.club/huya/11352896
陆小凤系列,https://www.goodiptv.club/huya/11336725
步步惊心,https://www.goodiptv.club/huya/11601965
奋斗,https://www.goodiptv.club/huya/11352959
仙剑奇侠传,https://www.goodiptv.club/huya/11336579
封神榜,https://www.goodiptv.club/huya/11342404
杨门女将,https://www.goodiptv.club/huya/11336590
火线追凶系列,https://www.goodiptv.club/huya/11602069
国产青春爱情,https://www.goodiptv.club/huya/11602075
张家辉梁家辉,https://www.goodiptv.club/huya/11352916
2134港片女神,https://www.goodiptv.club/huya/11342429
黑猫警长,https://www.goodiptv.club/huya/11352974
灾难片,https://www.goodiptv.club/huya/11352871
郭富城合集,https://www.goodiptv.club/huya/11352876
张学友合集,https://www.goodiptv.club/huya/11352906
乾隆王朝,https://www.goodiptv.club/huya/11352954
笑傲江湖,https://www.goodiptv.club/huya/11352837
僵尸道长,https://www.goodiptv.club/huya/11352963
今晚80后,https://www.goodiptv.club/huya/11352961
武媚娘传奇,https://www.goodiptv.club/huya/11601964
中国刑侦一号案,https://www.goodiptv.club/huya/11352967
樱桃小丸子,https://www.goodiptv.club/huya/11602067
侠侣探案系列,https://www.goodiptv.club/huya/11352893
古装探案系列,https://www.goodiptv.club/huya/11352917
感人高分电影,https://www.goodiptv.club/huya/15452736
光头神探,https://www.goodiptv.club/huya/11342397
射雕英雄传,https://www.goodiptv.club/huya/21674665
飞车电影,https://www.goodiptv.club/huya/11279247
中国达人秀,https://www.goodiptv.club/huya/11602047
卧底警匪片,https://www.goodiptv.club/huya/11352886
郭德纲脱口秀,https://www.goodiptv.club/huya/11352945
国内动画,https://www.goodiptv.club/huya/11342428
镖行天下,https://www.goodiptv.club/huya/11352969
小公举,https://www.goodiptv.club/huya/11601968
陈翔六点半,https://www.goodiptv.club/huya/11274154

☃️埋堆堆,#genre#
埋堆堆1,https://live.metshop.top/huya/23749096

埋堆堆2,https://live.metshop.top/huya/23735126

埋堆堆3,https://live.metshop.top/huya/23865152

埋堆堆4,https://live.metshop.top/huya/23903196

埋堆堆5,https://live.metshop.top/huya/23740156

埋堆堆6,https://live.metshop.top/huya/23728660

埋堆堆7,https://live.metshop.top/huya/23735153

埋堆堆8,https://live.metshop.top/huya/23865058

埋堆堆9,https://live.metshop.top/huya/23734183

埋堆堆10,https://live.metshop.top/huya/23749068

埋堆堆11,https://live.metshop.top/huya/23865036

埋堆堆12,https://live.metshop.top/huya/23740162

埋堆堆13,https://live.metshop.top/huya/23829474

埋堆堆14,https://live.metshop.top/huya/23863833

埋堆堆15,https://live.metshop.top/huya/23903106

埋堆堆16,https://live.metshop.top/huya/23865025

埋堆堆17,https://live.metshop.top/huya/23728689

埋堆堆18,https://live.metshop.top/huya/23824171

埋堆堆19,https://live.metshop.top/huya/23860057

埋堆堆20,https://live.metshop.top/huya/23865072

埋堆堆21,https://live.metshop.top/huya/23734176

埋堆堆22,https://live.metshop.top/huya/23728651

埋堆堆23,https://live.metshop.top/huya/23734246

埋堆堆24,https://live.metshop.top/huya/23865179

埋堆堆25,https://live.metshop.top/huya/23734196

埋堆堆26,https://live.metshop.top/huya/23734211

埋堆堆27,https://live.metshop.top/huya/23865086

埋堆堆28,https://live.metshop.top/huya/23863796

埋堆堆29,https://live.metshop.top/huya/23863822

埋堆堆30,https://live.metshop.top/huya/23749083

埋堆堆31,https://live.metshop.top/huya/23734243

埋堆堆32,https://live.metshop.top/huya/23864480

埋堆堆33,https://live.metshop.top/huya/23746486

埋堆堆34,https://live.metshop.top/huya/23860049

埋堆堆35,https://live.metshop.top/huya/23749074

埋堆堆36,https://live.metshop.top/huya/23863882

埋堆堆37,https://live.metshop.top/huya/23863778

埋堆堆38,https://live.metshop.top/huya/23824164

埋堆堆39,https://live.metshop.top/huya/23829537

埋堆堆40,https://live.metshop.top/huya/23863809

埋堆堆41,https://live.metshop.top/huya/23865096

埋堆堆42,https://live.metshop.top/huya/23863804

埋堆堆43,https://live.metshop.top/huya/23728630

埋堆堆44,https://live.metshop.top/huya/23863895

埋堆堆45,https://live.metshop.top/huya/23863787

埋堆堆46,https://live.metshop.top/huya/23728637

埋堆堆47,https://live.metshop.top/huya/23865142

埋堆堆48,https://live.metshop.top/huya/23903085

埋堆堆49,https://live.metshop.top/huya/23903183

埋堆堆50,https://live.metshop.top/huya/23728647

埋堆堆51,https://live.metshop.top/huya/23746691

埋堆堆52,https://live.metshop.top/huya/23829447

埋堆堆53,https://live.metshop.top/huya/23728693

埋堆堆54,https://live.metshop.top/huya/23903130

埋堆堆55,https://live.metshop.top/huya/23734223

埋堆堆56,https://live.metshop.top/huya/23734169

埋堆堆57,https://live.metshop.top/huya/23865124

埋堆堆58,https://live.metshop.top/huya/23865186

埋堆堆59,https://live.metshop.top/huya/23902225

埋堆堆60,https://live.metshop.top/huya/23903164

埋堆堆61,https://live.metshop.top/huya/23728674


📀4K 8K,#genre#
BTV纪实科教 8K,http://159.75.85.63:6798
Clarity 4K,https://d3thiix3tzne5u.cloudfront.net/playlist2160p.m3u8
Love Nrture 4K「自然」,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
8K「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb04]/wh7f454c46tW1782571424_-1576923679/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8
爱上4K 「IPV6」,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000459/index.m3u8?IAS
4K 修复「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb15]/wh7f454c46tw1958249448_-1314265822/ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8
BesTV 4K 「IPV6」,http://[2409:8087:5e01:34::30]:6610/ZTE_CMS/00000001000000060000000000000202/index.m3u8?IAS
纯享 4K「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw4259108076_496521789/ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8
纯享 4K「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/ott.mobaibox.com/PLTV/4/224/3221228242/index.m3u8
纯享 4K「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8
SiTV欢笑剧场4K 「IPV6」,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
华数4K「IPV6」,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000003000004748/index.m3u8?channel-id=wasusyt&amp;Contentid=6000000003000004748&amp;livemode=1&amp;stbId=3

CCTV [随机4K] 「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230805/1.m3u8
CCTV [随机4K] 「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227896/index.m3u8
CCTV [随机4K] 「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228502/index.m3u8
CCTV16 4K 「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8
CCTV8K「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb03]/wh7f454c46tw1981574683_-2118700426/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8



数字V6,#genre#
第一财经「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001017/index.m3u8?
金鹰纪实「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001230/index.m3u8?
纪实人文「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001019/index.m3u8?
纪实科教「IPV6」,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
求索动物「IPV6」,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000010046/index.m3u8?channel-id=wasusyt&amp;Contentid=6000000002000010046&amp;livemode=1&amp;stbId=3
求索生活「IPV6」,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000003382/index.m3u8?channel-id=wasusyt&amp;Contentid=6000000002000003382&amp;livemode=1&amp;stbId=3
求索科学「IPV6」,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032344/index.m3u8?channel-id=wasusyt&amp;Contentid=6000000002000032344&amp;livemode=1&amp;stbId=3
求索纪录「IPV6」,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032052/index.m3u8?channel-id=wasusyt&amp;Contentid=6000000002000032052&amp;livemode=1&amp;stbId=3
卡酷少儿「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001245/index.m3u8?
哈哈炫动「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001232/index.m3u8?
精彩综艺「IPV6」,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001273/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
精彩影视「IPV6」,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000320630/index.m3u8?channel-id=wasusyt&amp;Contentid=6000000006000320630&amp;livemode=1&amp;stbId=3
CHC动作电影「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC高清电影「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8

快乐垂钓「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001235/index.m3u8?
茶频道「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001234/index.m3u8?
中国交通「IPV6」,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/08984400000000060000000000000438/index.m3u8?IAS
未知电影之旅「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/PLTV/1/224/3221230435/1.m3u8
欢快集体舞蹈「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/PLTV/1/224/3221231236/1.m3u8

SiTV6,#genre#
SiTV五星体育「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001018/index.m3u8?
SiTV东方财经「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001318/index.m3u8?
SiTV欢笑剧场「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001193/index.m3u8?
SiTV法治天地「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001195/index.m3u8?
SiTV七彩戏剧「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001308/index.m3u8?
SiTV乐游「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001200/index.m3u8?
SiTV动漫秀场「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001196/index.m3u8?
SiTV游戏风云「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001192/index.m3u8?
SiTV生活时尚「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001199/index.m3u8?
SiTV都市剧场「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001203/index.m3u8?
SiTV金色学堂「IPV6」,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001194/index.m3u8?

NewTV6,#genre#
NewTv超级电影「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTv超级电视剧「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTv超级体育「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTv超级综艺「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTv金牌综艺「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTv东北热剧「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTv精品萌宠「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTv哒啵电竞「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226951/index.m3u8
NewTv哒啵赛事「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
NewTv欢乐剧场「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTv黑莓动画「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
NewTv黑莓电影「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8
NewTv怡伴健康「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb19]/wh7f454c46tw1986735481_995129881/ott.mobaibox.com/PLTV/3/224/3221227612/index.m3u8
NewTv潮妈辣婆「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb19]/wh7f454c46tw1705588260_46164741/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
NewTv军旅剧场「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb06]/wh7f454c46tw1807611386_-262631246/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
NewTv中国功夫「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb19]/wh7f454c46tw1934355864_2070028581/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
NewTv农业致富「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw2105966330_1690115505/ott.mobaibox.com/PLTV/3/224/3221227588/index.m3u8
NewTv动作电影「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb06]/wh7f454c46tw2169742343_-422728889/ott.mobaibox.com/PLTV/3/224/3221227606/index.m3u8
NewTv家庭剧场「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb06]/wh7f454c46tw3441504651_1879058580/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
NewTv惊悚悬疑「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw2482771376_951312812/ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8
